"main_category","country","days_funding","year_launched","month_launched","usd_goal","funded"
"Games","United States",32,"2012","December",2500,"yes"
"Film & Video","United States",21,"2014","July",1250,"yes"
"Film & Video","Canada",10,"2014","April",1558,"no"
"Crafts","United States",30,"2015","June",1000,"yes"
"Film & Video","United States",32,"2012","October",8000,"yes"
"Journalism","Canada",37,"2015","April",3896,"no"
"Music","New Zealand",30,"2015","March",2848,"yes"
"Fashion","United Kingdom",30,"2016","August",13956,"yes"
"Publishing","United States",49,"2017","August",5000,"no"
"Film & Video","United Kingdom",30,"2017","June",1396,"yes"
"Music","United States",62,"2011","March",3000,"yes"
"Games","United States",17,"2015","June",10000,"yes"
"Technology","Australia",30,"2015","February",4562,"no"
"Food","United Kingdom",30,"2015","March",34891,"no"
"Music","United States",60,"2011","November",25000,"no"
"Games","United Kingdom",30,"2016","December",8374,"yes"
"Publishing","Canada",30,"2017","November",1870,"no"
"Technology","Canada",30,"2016","October",11689,"no"
"Games","Australia",57,"2016","January",5475,"yes"
"Fashion","United Kingdom",30,"2013","January",2791,"no"
"Publishing","Canada",30,"2015","April",3896,"no"
"Film & Video","United States",47,"2010","May",2000,"no"
"Publishing","United States",30,"2013","July",7000,"no"
"Games","United Kingdom",23,"2012","December",20935,"no"
"Music","United States",14,"2017","July",1200,"no"
"Art","Norway",30,"2015","April",1013,"no"
"Technology","Australia",30,"2016","April",28894,"no"
"Design","Belgium",30,"2015","August",1222,"no"
"Design","United States",30,"2012","December",24000,"no"
"Technology","Denmark",37,"2014","November",41008,"no"
"Music","United States",60,"2010","January",5000,"yes"
"Publishing","United States",30,"2012","March",2000,"yes"
"Film & Video","United States",30,"2012","August",8500,"yes"
"Art","United States",30,"2013","February",5000,"yes"
"Fashion","United Kingdom",30,"2017","March",10467,"yes"
"Photography","United States",30,"2014","March",5000,"no"
"Film & Video","United States",24,"2011","November",4000,"no"
"Fashion","Germany",30,"2015","December",3666,"no"
"Film & Video","United States",24,"2013","January",1700,"yes"
"Photography","United States",60,"2015","April",15000,"no"
"Photography","United Kingdom",30,"2017","March",20935,"yes"
"Design","Spain",7,"2017","April",3666,"no"
"Design","United States",30,"2014","December",10000,"no"
"Technology","Canada",30,"2017","January",27273,"no"
"Food","New Zealand",60,"2016","March",7119,"no"
"Crafts","New Zealand",35,"2015","April",4272,"no"
"Art","United Kingdom",28,"2013","September",2093,"no"
"Film & Video","United States",32,"2013","August",8000,"no"
"Art","United Kingdom",28,"2015","August",6978,"yes"
"Food","United States",30,"2015","August",50000,"no"
"Games","United Kingdom",30,"2014","December",2093,"no"
"Publishing","United States",35,"2013","December",3000,"no"
"Food","United States",30,"2016","March",50000,"no"
"Fashion","France",30,"2016","June",9164,"yes"
"Games","United Kingdom",35,"2015","October",5583,"yes"
"Games","Canada",28,"2014","March",5065,"no"
"Design","Netherlands",30,"2015","April",7331,"no"
"Games","Canada",60,"2015","October",11689,"yes"
"Publishing","United States",59,"2015","October",20000,"yes"
"Food","United States",30,"2015","February",10000,"no"
"Crafts","Canada",30,"2016","January",3896,"no"
"Food","United States",26,"2015","April",50000,"no"
"Film & Video","United States",30,"2013","May",2500,"no"
"Publishing","United States",30,"2012","September",50000,"no"
"Film & Video","United Kingdom",30,"2016","February",4187,"yes"
"Design","United Kingdom",30,"2016","September",48847,"no"
"Fashion","United States",30,"2014","July",1000,"no"
"Food","Sweden",50,"2014","November",46996,"no"
"Film & Video","United Kingdom",60,"2015","February",1396,"no"
"Publishing","United States",30,"2012","September",5000,"no"
"Design","Canada",30,"2015","September",11689,"yes"
"Art","Switzerland",30,"2016","April",16349,"no"
"Publishing","United States",35,"2016","May",13000,"no"
"Fashion","Canada",32,"2016","March",7792,"no"
"Film & Video","United States",50,"2010","November",3000,"yes"
"Fashion","United States",30,"2015","April",30000,"no"
"Film & Video","United States",30,"2012","March",10000,"yes"
"Games","United States",30,"2013","August",7000,"yes"
"Technology","United Kingdom",60,"2015","September",13956,"no"
"Film & Video","Canada",25,"2014","June",5688,"yes"
"Publishing","Sweden",30,"2014","October",17624,"no"
"Fashion","United States",32,"2012","February",2300,"no"
"Music","Switzerland",28,"2016","September",16656,"no"
"Publishing","Canada",32,"2017","April",2338,"yes"
"Music","United States",60,"2012","November",20000,"yes"
"Art","United States",30,"2015","April",1800,"yes"
"Fashion","Australia",60,"2014","November",5323,"no"
"Fashion","United States",30,"2013","June",5000,"no"
"Art","United States",30,"2015","April",45000,"no"
"Fashion","United States",30,"2016","October",5000,"no"
"Design","Canada",32,"2017","February",24481,"no"
"Film & Video","United States",30,"2014","February",8000,"no"
"Design","Spain",45,"2015","December",7331,"yes"
"Art","United Kingdom",30,"2014","May",6978,"no"
"Art","Canada",29,"2014","October",1260,"yes"
"Film & Video","United Kingdom",10,"2015","June",1535,"yes"
"Music","United States",30,"2012","July",2500,"no"
"Art","Australia",60,"2016","July",1521,"no"
"Design","Canada",40,"2015","July",11689,"yes"
"Games","United States",60,"2017","January",5600,"no"
"Publishing","United States",60,"2012","September",17000,"no"
"Technology","Germany",30,"2016","February",14663,"no"
"Technology","Canada",31,"2017","March",38962,"no"
"Photography","Germany",30,"2015","May",1100,"no"
"Crafts","United States",30,"2014","December",2000,"no"
"Publishing","Canada",31,"2013","September",7403,"yes"
"Design","Australia",30,"2016","December",38019,"no"
"Art","United Kingdom",30,"2016","February",27913,"no"
"Publishing","United States",29,"2015","June",7995,"no"
"Games","United States",30,"2013","March",5000,"no"
"Film & Video","United Kingdom",25,"2015","March",8513,"no"
"Technology","Sweden",30,"2015","September",23498,"no"
"Music","United States",31,"2014","March",20000,"yes"
"Publishing","United States",30,"2013","July",1271,"no"
"Film & Video","Sweden",30,"2016","May",35247,"no"
"Games","Australia",30,"2015","March",14447,"yes"
"Games","United States",30,"2013","October",9500,"yes"
"Art","United Kingdom",33,"2013","February",41869,"yes"
"Publishing","United States",21,"2012","May",8000,"no"
"Music","United States",45,"2017","February",1500,"no"
"Publishing","Mexico",24,"2017","November",3709,"no"
"Technology","New Zealand",25,"2016","June",7119,"no"
"Photography","United States",30,"2013","June",10000,"yes"
"Film & Video","United States",40,"2017","January",1500,"yes"
"Comics","United States",30,"2015","October",2000,"yes"
"Art","United States",30,"2013","July",2900,"yes"
"Design","United States",27,"2016","February",50000,"no"
"Publishing","United Kingdom",30,"2016","July",3489,"no"
"Theater","United Kingdom",30,"2014","June",2093,"yes"
"Crafts","United Kingdom",30,"2014","October",4187,"no"
"Theater","United States",24,"2014","July",5000,"no"
"Crafts","United States",30,"2016","January",2000,"yes"
"Film & Video","Australia",30,"2017","July",1673,"yes"
"Dance","Mexico",25,"2017","August",1060,"yes"
"Publishing","France",60,"2017","April",8553,"yes"
"Technology","Netherlands",40,"2015","April",14052,"no"
"Publishing","United States",25,"2014","March",4500,"no"
"Art","United States",30,"2015","July",7000,"no"
"Film & Video","United States",15,"2012","March",16500,"yes"
"Games","United States",30,"2017","October",2000,"yes"
"Journalism","United States",30,"2015","February",50000,"no"
"Technology","United States",60,"2015","January",25000,"no"
"Publishing","United Kingdom",8,"2015","October",1396,"no"
"Film & Video","United States",21,"2012","September",2500,"no"
"Publishing","United States",29,"2012","October",2000,"yes"
"Music","United States",60,"2013","June",2000,"yes"
"Music","United States",41,"2017","April",7200,"yes"
"Design","Canada",30,"2014","February",11689,"no"
"Games","Canada",7,"2017","May",2727,"no"
"Film & Video","United States",30,"2014","March",2200,"no"
"Publishing","United States",45,"2016","December",4000,"yes"
"Music","United States",45,"2011","January",1500,"yes"
"Comics","United States",30,"2017","August",32000,"no"
"Games","Australia",28,"2015","June",15208,"yes"
"Food","United States",60,"2016","August",4000,"no"
"Fashion","United States",30,"2016","December",10000,"yes"
"Music","United Kingdom",27,"2014","November",2093,"yes"
"Food","United States",30,"2014","September",4000,"no"
"Food","United States",30,"2016","July",25000,"no"
"Publishing","United Kingdom",32,"2015","July",1186,"yes"
"Food","United States",30,"2013","October",10000,"no"
"Film & Video","United Kingdom",30,"2017","March",6280,"yes"
"Journalism","France",60,"2016","August",12219,"no"
"Music","United States",30,"2013","January",10000,"no"
"Fashion","United States",30,"2011","October",6800,"no"
"Theater","United Kingdom",30,"2017","September",1084,"yes"
"Art","United Kingdom",30,"2015","May",20935,"no"
"Theater","United States",33,"2010","June",15000,"yes"
"Food","United States",60,"2015","April",20000,"no"
"Music","Netherlands",30,"2014","July",1833,"no"
"Photography","United Kingdom",25,"2016","June",13956,"no"
"Fashion","United States",17,"2016","May",2500,"no"
"Food","United States",30,"2017","November",50000,"no"
"Fashion","United States",30,"2017","May",8000,"yes"
"Music","United States",30,"2013","March",7500,"yes"
"Music","United Kingdom",28,"2015","August",2791,"yes"
"Publishing","United States",60,"2011","October",13000,"no"
"Music","United Kingdom",26,"2014","July",16399,"yes"
"Crafts","Germany",52,"2017","January",10997,"no"
"Fashion","Switzerland",30,"2016","July",10218,"no"
"Film & Video","United Kingdom",21,"2014","November",5583,"yes"
"Film & Video","United States",30,"2011","April",10000,"no"
"Design","New Zealand",22,"2014","August",6763,"no"
"Food","United Kingdom",30,"2014","September",6978,"no"
"Food","Australia",20,"2015","March",9125,"no"
"Games","Canada",30,"2013","November",6624,"no"
"Theater","United Kingdom",36,"2014","June",3070,"yes"
"Publishing","Italy",30,"2015","December",6110,"no"
"Publishing","United States",30,"2017","August",5500,"no"
"Publishing","United Kingdom",30,"2015","June",13956,"no"
"Film & Video","United Kingdom",30,"2013","June",1047,"no"
"Music","United States",30,"2014","July",9000,"yes"
"Music","United States",60,"2016","March",4000,"no"
"Games","Hong Kong SAR China",42,"2017","May",2549,"yes"
"Music","United States",30,"2011","June",2000,"yes"
"Dance","United States",62,"2009","December",12000,"yes"
"Design","Spain",25,"2015","November",6110,"no"
"Music","Switzerland",28,"2016","October",5109,"yes"
"Design","United States",34,"2016","March",8000,"no"
"Film & Video","United Kingdom",30,"2014","May",13956,"no"
"Journalism","Austria",10,"2015","June",4888,"no"
"Design","United States",30,"2013","January",15000,"no"
"Film & Video","United Kingdom",27,"2014","February",2791,"yes"
"Music","United Kingdom",35,"2016","June",1396,"no"
"Technology","United Kingdom",30,"2015","March",41869,"no"
"Food","United States",15,"2015","June",5000,"no"
"Design","United Kingdom",50,"2013","October",5583,"no"
"Design","United States",50,"2016","December",5000,"yes"
"Comics","United States",60,"2013","August",4000,"no"
"Design","United States",30,"2016","October",1750,"no"
"Food","Belgium",56,"2015","October",42767,"no"
"Food","United States",35,"2012","May",18000,"no"
"Games","Australia",30,"2015","January",26613,"yes"
"Design","Canada",35,"2015","February",3507,"no"
"Games","United States",32,"2014","June",10000,"yes"
"Art","United States",30,"2013","July",8000,"yes"
"Design","Spain",35,"2017","March",24438,"no"
"Film & Video","Canada",45,"2016","June",2338,"no"
"Games","Mexico",35,"2016","November",10066,"yes"
"Design","United Kingdom",10,"2016","November",3070,"no"
"Games","United Kingdom",30,"2013","November",3768,"no"
"Art","United States",30,"2016","September",5000,"no"
"Music","Sweden",30,"2015","March",10574,"no"
"Technology","United States",60,"2016","October",5000,"no"
"Film & Video","United States",30,"2013","August",2500,"no"
"Comics","United States",25,"2015","February",15000,"yes"
"Fashion","United Kingdom",30,"2016","April",11165,"no"
"Art","United States",30,"2013","August",10000,"no"
"Music","United States",60,"2013","May",11000,"no"
"Games","United Kingdom",30,"2014","August",2093,"no"
"Music","Australia",21,"2014","November",6758,"no"
"Fashion","Sweden",30,"2016","July",10574,"no"
"Games","United States",38,"2015","October",40000,"no"
"Technology","United Kingdom",30,"2017","January",20935,"no"
"Publishing","United States",30,"2017","January",2250,"no"
"Fashion","United Kingdom",30,"2017","June",4187,"no"
"Music","Mexico",30,"2017","April",1377,"no"
"Games","Australia",30,"2015","February",15208,"no"
"Technology","United States",34,"2015","March",26000,"no"
"Film & Video","United States",60,"2010","September",12000,"no"
"Art","United States",30,"2015","February",4000,"no"
"Games","Spain",20,"2017","February",2444,"yes"
"Design","United States",30,"2015","April",4400,"yes"
"Film & Video","United States",35,"2016","December",20000,"yes"
"Design","United States",30,"2017","April",14000,"no"
"Technology","United Kingdom",30,"2015","July",15352,"no"
"Publishing","United States",45,"2011","July",7500,"yes"
"Food","United States",30,"2015","January",3000,"no"
"Comics","United States",30,"2017","June",20000,"yes"
"Music","United Kingdom",30,"2013","September",1675,"yes"
"Music","United Kingdom",30,"2017","September",2791,"no"
"Music","United States",30,"2011","June",5000,"yes"
"Fashion","United States",30,"2017","August",1500,"yes"
"Film & Video","France",33,"2015","October",12219,"no"
"Art","United Kingdom",28,"2014","May",1117,"yes"
"Photography","United Kingdom",30,"2014","October",3489,"no"
